time,lasttime,lat,lng,speed,course,altitude,comment
11/23/2022 14:26,11/23/2022 15:44,45.47467,-55.034,0,0,600.15,GN25LL To:89 Up:0m/s V:170Km/h Sun:23 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/23/2022 17:03,11/23/2022 18:01,45.47467,-51.034,0,0,11999.98,GN45LL To:89 Up:0m/s V:144Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/24/2022 15:26,11/24/2022 20:20,44.47467,-13.034,0,0,11999.98,IN34LL To:89 Up:0m/s V:190Km/h Sun:21 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/25/2022 15:13,11/25/2022 16:23,47.47467,14.966,0,0,11999.98,JN77LL To:106 Up:-1.12m/s V:57Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/26/2022 16:39,11/26/2022 19:41,45.47467,26.966,0,0,11999.98,KN35LL To:99 Up:0m/s V:40Km/h Sun:17 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
11/30/2022 9:10,11/30/2022 17:51,48.47467,50.966,0,0,11999.98,LN58LL To:71 Up:0m/s V:20Km/h Sun:20 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
12/1/2022 16:25,12/2/2022 5:01,43.47467,78.966,0,0,11999.98,MN93LL To:93 Up:0m/s V:30Km/h Sun:24 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
12/2/2022 14:48,12/2/2022 14:49,39.47467,114.966,0,0,11999.98,OM79LL To:87 Up:0m/s V:41Km/h Sun:28 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
12/3/2022 0:42,12/3/2022 1:43,44.47467,158.966,0,0,11999.98,QN94LL To:67 Up:0m/s V:50Km/h Sun:22 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
12/5/2022 20:02,12/5/2022 20:02,50.47467,-117.034,0,0,11999.98,DO10LL To:54 Up:0m/s V:25Km/h Sun:17 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
12/19/2022 15:08,12/19/2022 16:03,44.47467,136.966,0,0,10999.93,PN84LL To:180 Up:0m/s V:1Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
12/26/2022 17:02,12/26/2022 17:39,48.47467,-83.034,0,0,12180.11,EN88LL To:42 Up:0m/s V:14Km/h Sun:18 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
12/26/2022 21:45,12/27/2022 4:13,48.47467,-81.034,0,0,11999.98,EN98LL To:40 Up:0m/s V:14Km/h Sun:17 WSPR PicoBalloon http://lu7aa.org/wspr.asp?other=k9yo&launch=20221010180000&detail=on&SSID=15&banda=All&balloonid=07&timeslot=0&tracker=wb8elk
